Name,Lineitem quantity,Lineitem name,Lineitem sku,Lineitem fulfillment status,Shipping Country
#1108726,1,SciShow Pin Of The Month: Venera 7 - Oct,PIN-SCISHOWPOTM-VENERA7-1022,pending,GB
#1108726,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,
#1108726,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,
#1108713,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108713,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,
#1108705,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,GB
#1108701,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108701,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,
#1108686,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108686,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,
#1108674,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108669,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,AU
#1108669,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,
#1108668,1,Let's Be Friends Shirt - XXL,SHIRT-LETSBEFRIENDS-XXL,pending,AU
#1108668,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,
#1108667,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,DE
#1108666,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,SE
#1108656,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108653,2,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,US
#1108651,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1108651,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1108649,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108646,1,Froyo Charm Sticker Sheet,STICKER-FROYOCHARM,pending,US
#1108646,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108645,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1108645,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1108642,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108642,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,
#1108642,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108638,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,NZ
#1108637,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,NL
#1108635,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,US
#1108625,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108625,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,
#1108625,1,Hello Robo Shirt - S,SHIRT-HELLOROBO-S,pending,
#1108625,1,Free T-Shirt Club Shirt - S,SHIRT-FREETSHIRTCLUB-S,pending,
#1108624,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,NZ
#1108623,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,US
#1108623,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108622,2,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108621,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108617,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,US
#1108617,1,Free T-Shirt Club Shirt - XS,SHIRT-FREETSHIRTCLUB-XS,pending,
#1108616,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108613,1,Froyo Charm Sticker Sheet,STICKER-FROYOCHARM,pending,AU
#1108613,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108612,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108612,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108611,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108606,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108606,1,Froyo Charm Sticker Sheet,STICKER-FROYOCHARM,pending,
#1108606,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,
#1108605,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108605,2,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108600,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,US
#1108600,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108598,1,PlayFrame Logo Shirt - M,SHIRT-PLAYFRAMELOGO-M,pending,US
#1108598,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108595,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108592,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108592,1,PlayFrame Logo Shirt - XL,SHIRT-PLAYFRAMELOGO-XL,pending,
#1108592,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,
#1108586,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108581,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,US
#1108579,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108577,1,Free T-Shirt Club Shirt - XS,SHIRT-FREETSHIRTCLUB-XS,pending,US
#1108576,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108576,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,
#1108576,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108574,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108574,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108571,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,DE
#1108568,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108566,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108558,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,CA
#1108557,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,US
#1108556,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,US
#1108555,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,GB
#1108555,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108552,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,US
#1108551,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108549,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108549,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108545,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108545,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,
#1108543,1,Dino Rawr Pin,PIN-DINORAWR,pending,US
#1108543,1,Jingle Covenant Pin,PIN-JUNGLECOVENANT,pending,
#1108543,1,Free T-Shirt Club Shirt - 3XL,SHIRT-FREETSHIRTCLUB-3XL,pending,
#1108540,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108538,1,Let's Be Friends Shirt - XL,SHIRT-LETSBEFRIENDS-XL,pending,AT
#1108538,1,Drawtectives: Celestial Spear Poster - Celestial Spear Only,POSTER-DRAWTECTIVESCELESTIALSPEAR,pending,
#1108538,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,
#1108534,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108534,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,
#1108533,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,DE
#1108530,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108529,1,PlayFrame Logo Shirt - M,SHIRT-PLAYFRAMELOGO-M,pending,US
#1108529,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,
#1108528,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108527,1,Let's Be Friends Shirt - L,SHIRT-LETSBEFRIENDS-L,pending,US
#1108527,1,PlayFrame Logo Shirt - L,SHIRT-PLAYFRAMELOGO-L,pending,
#1108527,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108525,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108525,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108524,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108523,30,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1108523,1,Collage Poems Greeting Cards Set,CARDS-ARTASSIGNMENT,pending,
#1108523,1,Hexagons T-Shirt - Asphalt / XL,SHIRT-HEXAGONS-ASPHALT-XL,pending,
#1108523,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,
#1108521,1,Free T-Shirt Club Shirt - XS,SHIRT-FREETSHIRTCLUB-XS,pending,US
#1108520,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108519,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,SE
#1108517,1,Free T-Shirt Club Shirt - M,SHIRT-FREETSHIRTCLUB-M,pending,US
#1108516,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,US
#1108514,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108514,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,
#1108513,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108513,1,Free T-Shirt Club Shirt - 3XL,SHIRT-FREETSHIRTCLUB-3XL,pending,
#1108512,1,Free T-Shirt Club Shirt - 4XL,SHIRT-FREETSHIRTCLUB-4XL,pending,US
#1108510,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108511,1,Free T-Shirt Club Shirt - S,SHIRT-FREETSHIRTCLUB-S,pending,US
#1108507,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108507,1,Free T-Shirt Club Shirt - 3XL,SHIRT-FREETSHIRTCLUB-3XL,pending,
#1108503,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108502,1,Free T-Shirt Club Shirt - 3XL,SHIRT-FREETSHIRTCLUB-3XL,pending,US
#1108501,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108498,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,CA
#1108497,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,US
#1108495,1,Free T-Shirt Club Shirt - L,SHIRT-FREETSHIRTCLUB-L,pending,FR
#1108494,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108493,1,Free T-Shirt Club Shirt - XL,SHIRT-FREETSHIRTCLUB-XL,pending,US
#1108492,1,Free T-Shirt Club Shirt - XXL,SHIRT-FREETSHIRTCLUB-XXL,pending,US
#1108438,2,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108433,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108416,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1108394,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,DE
#1108394,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,
#1108392,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108388,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108380,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108375,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108357,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,US
#1108304,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1108304,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1108249,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108239,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1108239,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1108209,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108148,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1108111,1,Presets and LUTs - LUT Pack,,fulfilled,
#1108111,1,Donation to Partners In Health Sierra Leone - Round up,,pending,
#1108104,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1108104,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1108076,50,Donation to Partners In Health Sierra Leone - Round up,,pending,CA
#1108076,1,Ball Pit Pin,PIN-BALLPIT,pending,
#1108076,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,
#1108076,1,SciShow Pin Of The Month: Venera 7 - Oct,PIN-SCISHOWPOTM-VENERA7-1022,pending,
#1108076,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,
#1108076,1,Project For Awesome 2023 Calendar,CALENDAR-P4A2023,pending,
#1108075,1,First of October Groovy Ear Plugs,MISC-EARPLUGSFIRSTOFOCT,pending,US
#1108075,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,
#1108006,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1107985,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1107985,1,Bad Moons Rising: A Troubleshooter Novel by Brian Clevinger,,fulfilled,
#1107823,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1107787,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107776,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1107776,2,Schrodinger's Cat Blind Box Plushie,PLUSHIE-CATBLINDBOX,pending,
#1107776,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1107773,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1107692,1,NileRed Enamel Pin,PIN-NILERED,pending,US
#1107692,1,Because Gay Enamel Pin,PIN-BECAUSEGAY,pending,
#1107692,1,SciShow Pin Of The Month: Venera 7 - Oct,PIN-SCISHOWPOTM-VENERA7-1022,pending,
#1107692,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,
#1107692,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1107692,1,Scishow Space Cork Board,MISC-SCHISHOWCORKBOARD,pending,
#1107680,1,SciShow Pin Of The Month: Venera 7 - Oct,PIN-SCISHOWPOTM-VENERA7-1022,pending,US
#1107680,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1107680,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1022,pending,
#1107650,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107606,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1107606,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,
#1107589,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1107589,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,
#1107501,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107474,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107444,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107406,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107388,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,CA
#1107365,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,CA
#1107365,1,SciShow Pin Of The Month: NEAR Shoemaker - Nov - Pin Only,PIN-SCISHOWPOTM-NEARSHOEMAKER-1022,pending,
#1107361,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Cork Pin Board Bundle,BUNDLE-SCISHOWBOARD1222,pending,US
#1107326,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107280,1,SciShow Pin Of The Month: Mars Orbiter Mission - Dec - Pin Only,PIN-SCISHOWPOTM-MARSORBITERMISSION-1222,pending,US
#1107089,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1107089,1,No Capes: A D&D Reskinning and Superhero Guide,,fulfilled,
#1107084,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1107084,1,First of October Death Metal Tee - S,SHIRT-DEATHMETAL-S,pending,
#1106894,2,CGP Grey Coffee,SUB-CGPCOFFEE,pending,US
#1106799,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1106799,1,Draw Something Dumb: The Drawfee Drawfalong Activity Book - Digital Version,,fulfilled,
#1106722,1,Sticker of the Month: Aswang,STICKER-SPIRITSSOTM-ASWANG,pending,US
#1106722,1,Cups Tarot Booster,CARDS-SPIRITSBOOSTER,pending,
#1106444,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1106444,1,Three Short Games to Build Stories,,fulfilled,
#1106433,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1106433,1,Three Short Games to Build Stories,,fulfilled,
#1106128,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,FR
#1105960,1,First of October Death Metal Tee - XXL,SHIRT-DEATHMETAL-XXL,pending,US
#1105960,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1105936,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1105856,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1105856,1,First of October Death Metal Tee - L,SHIRT-DEATHMETAL-L,pending,
#1105744,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1105713,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,PL
#1105713,1,Serengeti Zebra Enamel Pin,PIN-SERENGETI-ZEBRA,pending,
#1105713,1,Phantom Flora,BOOK-PHANTOMFLORA,pending,
#1105695,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1105695,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,
#1105695,1,First of October Death Metal Tee - XL,SHIRT-DEATHMETAL-XL,pending,
#1105695,1,First of October Ravioli Koozie,MISC-KOOZIEFIRSTOFOCT,pending,
#1105653,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,NL
#1105653,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1105649,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,DE
#1105649,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,
#1105478,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1105471,150,Donation to Partners In Health Sierra Leone - Round up,,pending,RO
#1105471,1,First of October Bundle: Tape/Hat/Koozie,BUNDLE-FOO-THK,pending,
#1103034,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1103028,1,First of October Bundle: Shirt/Tape/Ear Plugs - L,BUNDLE-FOO-STE-L,pending,US
#1103021,15,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1102922,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,GB
#1102864,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1102849,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1102849,1,First of October Death Metal Tee - L,SHIRT-DEATHMETAL-L,pending,
#1102846,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1102682,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,IT
#1102508,1,Presets and LUTs - LUT Pack,,fulfilled,
#1102508,1,Donation to Partners In Health Sierra Leone - Round up,,pending,
#1102505,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,NL
#1102491,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1102491,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1102476,2,I'm Thinking About Books Pin,PIN-THINKINGABOUTBOOKS,fulfilled,CA
#1102476,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1102472,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1102472,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1102466,1,I'm Thinking About Books Sweatshirt - Pigment Maroon / L,SWEATSHIRT-THINKINGABOUTBOOKS-L,fulfilled,US
#1102466,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1102466,1,I'm Thinking About Books Shirt - M,SHIRT-THINKINGABOUTBOOKS-M,fulfilled,
#1102456,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1102446,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1102446,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1102442,1,First of October Bundle: Shirt/Tape/Ear Plugs - L,BUNDLE-FOO-STE-L,pending,US
#1102441,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1102434,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,AU
#1102422,90,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1102422,1,First of October Bundle: Shirt/Tape/Ear Plugs - XL,BUNDLE-FOO-STE-XL,pending,
#1102421,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1102414,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
